id,product_code,name,category_name,category_slug,price,stock_qty,status,image_url,slug,created_at
804,PC-000804,PC Gaming KAH PC Gaming 25251340 - PC-000804,PC Gaming,pc-gaming,15990000.00,25,active,https://nguyencongpc.vn/media/product/27426-pc-gaming-25251340.jpg,pc-gaming-kah-pc-gaming-25251340-pc-000804-804,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
805,PC-000805,PC Gaming KAH PC Gaming Ryzen 7 9800X3D RTX 5080 - PC-000805,PC Gaming,pc-gaming,16160000.00,26,active,https://nguyencongpc.vn/media/product/27462-b--pc-gaming-ryzen-7-9800x3d-ram-32g-vga-rtx-5080.jpg,pc-gaming-kah-pc-gaming-ryzen-7-9800x3d-rtx-5080-pc-000805-805,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
806,PC-000806,PC Gaming KAH PC Gaming AMD Ryzen 5 5500 RX 7600 - PC-000806,PC Gaming,pc-gaming,16330000.00,27,active,https://nguyencongpc.vn/media/product/27563-pc-gaming-amd-ryzen-5-5500-ram-16gb-rx-7600-8gb.jpg,pc-gaming-kah-pc-gaming-amd-ryzen-5-5500-rx-7600-pc-000806-806,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
807,PC-000807,PC Gaming KAH PC Gaming Intel Core i7 14700K RTX 4070 Super - PC-000807,PC Gaming,pc-gaming,16500000.00,28,active,https://nguyencongpc.vn/media/product/28132-pc-gaming-intel-core-i7-14700k-ram-64gb-rtx-4070-super-12gb-10.jpg,pc-gaming-kah-pc-gaming-intel-core-i7-14700k-rtx-4070-super-pc-000807-807,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
808,PC-000808,PC Gaming KAH PC GAMING ULTRA LUXURY INTEL I5 12400F- RTX 4060 TI 16GB - PC-000808,PC Gaming,pc-gaming,16670000.00,29,active,https://cdn.hstatic.net/products/200000637319/11615_dsc07508_5aa0db1602604a23844b81e323a8ab5a.jpg,pc-gaming-kah-pc-gaming-ultra-luxury-intel-i5-12400f-rtx-4060-ti-16gb-pc-000808-808,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
809,PC-000809,PC Gaming KAH PC GAMING INTEL i5 12400F - RTX 3060 12GB - PC-000809,PC Gaming,pc-gaming,16840000.00,30,active,https://cdn.hstatic.net/products/200000637319/10689_11498_dsc05320_1f0109ad92ed4dc19f744c3e09e22199.jpg,pc-gaming-kah-pc-gaming-intel-i5-12400f-rtx-3060-12gb-pc-000809-809,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
810,PC-000810,PC Gaming KAH PC Gaming Ryzen 7 7800X3D RAM 32GB RTX 5070 12GB - PC-000810,PC Gaming,pc-gaming,17010000.00,31,active,https://nguyencongpc.vn/media/product/28601-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5070-12gb-01.jpg,pc-gaming-kah-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5070-12gb-pc-000810-810,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
811,PC-000811,PC Gaming KAH PC Gaming Ryzen 7 7800X3D RAM 32GB RTX 5080 16GB - PC-000811,PC Gaming,pc-gaming,17180000.00,32,active,https://nguyencongpc.vn/media/product/29325-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5080-16gb-11.jpg,pc-gaming-kah-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5080-16gb-pc-000811-811,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
812,PC-000812,PC Gaming KAH PC Gaming 25251340 - PC-000812,PC Gaming,pc-gaming,17350000.00,33,active,https://nguyencongpc.vn/media/product/27426-pc-gaming-25251340.jpg,pc-gaming-kah-pc-gaming-25251340-pc-000812-812,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
813,PC-000813,PC Gaming KAH PC Gaming Ryzen 7 9800X3D RTX 5080 - PC-000813,PC Gaming,pc-gaming,17520000.00,34,active,https://nguyencongpc.vn/media/product/27462-b--pc-gaming-ryzen-7-9800x3d-ram-32g-vga-rtx-5080.jpg,pc-gaming-kah-pc-gaming-ryzen-7-9800x3d-rtx-5080-pc-000813-813,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
814,PC-000814,PC Gaming KAH PC Gaming AMD Ryzen 5 5500 RX 7600 - PC-000814,PC Gaming,pc-gaming,17690000.00,35,active,https://nguyencongpc.vn/media/product/27563-pc-gaming-amd-ryzen-5-5500-ram-16gb-rx-7600-8gb.jpg,pc-gaming-kah-pc-gaming-amd-ryzen-5-5500-rx-7600-pc-000814-814,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
815,PC-000815,PC Gaming KAH PC Gaming Intel Core i7 14700K RTX 4070 Super - PC-000815,PC Gaming,pc-gaming,17860000.00,36,active,https://nguyencongpc.vn/media/product/28132-pc-gaming-intel-core-i7-14700k-ram-64gb-rtx-4070-super-12gb-10.jpg,pc-gaming-kah-pc-gaming-intel-core-i7-14700k-rtx-4070-super-pc-000815-815,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
816,PC-000816,PC Gaming KAH PC GAMING ULTRA LUXURY INTEL I5 12400F- RTX 4060 TI 16GB - PC-000816,PC Gaming,pc-gaming,18030000.00,37,active,https://cdn.hstatic.net/products/200000637319/11615_dsc07508_5aa0db1602604a23844b81e323a8ab5a.jpg,pc-gaming-kah-pc-gaming-ultra-luxury-intel-i5-12400f-rtx-4060-ti-16gb-pc-000816-816,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
817,PC-000817,PC Gaming KAH PC GAMING INTEL i5 12400F - RTX 3060 12GB - PC-000817,PC Gaming,pc-gaming,18200000.00,38,active,https://cdn.hstatic.net/products/200000637319/10689_11498_dsc05320_1f0109ad92ed4dc19f744c3e09e22199.jpg,pc-gaming-kah-pc-gaming-intel-i5-12400f-rtx-3060-12gb-pc-000817-817,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
818,PC-000818,PC Gaming KAH PC Gaming Ryzen 7 7800X3D RAM 32GB RTX 5070 12GB - PC-000818,PC Gaming,pc-gaming,18370000.00,39,active,https://nguyencongpc.vn/media/product/28601-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5070-12gb-01.jpg,pc-gaming-kah-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5070-12gb-pc-000818-818,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
819,PC-000819,PC Gaming KAH PC Gaming Ryzen 7 7800X3D RAM 32GB RTX 5080 16GB - PC-000819,PC Gaming,pc-gaming,18540000.00,40,active,https://nguyencongpc.vn/media/product/29325-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5080-16gb-11.jpg,pc-gaming-kah-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5080-16gb-pc-000819-819,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
820,PC-000820,PC Gaming KAH PC Gaming 25251340 - PC-000820,PC Gaming,pc-gaming,18710000.00,41,active,https://nguyencongpc.vn/media/product/27426-pc-gaming-25251340.jpg,pc-gaming-kah-pc-gaming-25251340-pc-000820-820,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
821,PC-000821,PC Gaming KAH PC Gaming Ryzen 7 9800X3D RTX 5080 - PC-000821,PC Gaming,pc-gaming,18880000.00,42,active,https://nguyencongpc.vn/media/product/27462-b--pc-gaming-ryzen-7-9800x3d-ram-32g-vga-rtx-5080.jpg,pc-gaming-kah-pc-gaming-ryzen-7-9800x3d-rtx-5080-pc-000821-821,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
822,PC-000822,PC Gaming KAH PC Gaming AMD Ryzen 5 5500 RX 7600 - PC-000822,PC Gaming,pc-gaming,19050000.00,43,active,https://nguyencongpc.vn/media/product/27563-pc-gaming-amd-ryzen-5-5500-ram-16gb-rx-7600-8gb.jpg,pc-gaming-kah-pc-gaming-amd-ryzen-5-5500-rx-7600-pc-000822-822,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
823,PC-000823,PC Gaming KAH PC Gaming Intel Core i7 14700K RTX 4070 Super - PC-000823,PC Gaming,pc-gaming,19220000.00,44,active,https://nguyencongpc.vn/media/product/28132-pc-gaming-intel-core-i7-14700k-ram-64gb-rtx-4070-super-12gb-10.jpg,pc-gaming-kah-pc-gaming-intel-core-i7-14700k-rtx-4070-super-pc-000823-823,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
824,PC-000824,PC Gaming KAH PC GAMING ULTRA LUXURY INTEL I5 12400F- RTX 4060 TI 16GB - PC-000824,PC Gaming,pc-gaming,19390000.00,45,active,https://cdn.hstatic.net/products/200000637319/11615_dsc07508_5aa0db1602604a23844b81e323a8ab5a.jpg,pc-gaming-kah-pc-gaming-ultra-luxury-intel-i5-12400f-rtx-4060-ti-16gb-pc-000824-824,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
825,PC-000825,PC Gaming KAH PC GAMING INTEL i5 12400F - RTX 3060 12GB - PC-000825,PC Gaming,pc-gaming,19560000.00,46,active,https://cdn.hstatic.net/products/200000637319/10689_11498_dsc05320_1f0109ad92ed4dc19f744c3e09e22199.jpg,pc-gaming-kah-pc-gaming-intel-i5-12400f-rtx-3060-12gb-pc-000825-825,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
826,PC-000826,PC Gaming KAH PC Gaming Ryzen 7 7800X3D RAM 32GB RTX 5070 12GB - PC-000826,PC Gaming,pc-gaming,19730000.00,47,active,https://nguyencongpc.vn/media/product/28601-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5070-12gb-01.jpg,pc-gaming-kah-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5070-12gb-pc-000826-826,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
827,PC-000827,PC Gaming KAH PC Gaming Ryzen 7 7800X3D RAM 32GB RTX 5080 16GB - PC-000827,PC Gaming,pc-gaming,19900000.00,48,active,https://nguyencongpc.vn/media/product/29325-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5080-16gb-11.jpg,pc-gaming-kah-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5080-16gb-pc-000827-827,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
828,PC-000828,PC Gaming KAH PC Gaming 25251340 - PC-000828,PC Gaming,pc-gaming,20070000.00,49,active,https://nguyencongpc.vn/media/product/27426-pc-gaming-25251340.jpg,pc-gaming-kah-pc-gaming-25251340-pc-000828-828,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
829,PC-000829,PC Gaming KAH PC Gaming Ryzen 7 9800X3D RTX 5080 - PC-000829,PC Gaming,pc-gaming,20240000.00,50,active,https://nguyencongpc.vn/media/product/27462-b--pc-gaming-ryzen-7-9800x3d-ram-32g-vga-rtx-5080.jpg,pc-gaming-kah-pc-gaming-ryzen-7-9800x3d-rtx-5080-pc-000829-829,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
830,PC-000830,PC Gaming KAH PC Gaming AMD Ryzen 5 5500 RX 7600 - PC-000830,PC Gaming,pc-gaming,20410000.00,51,active,https://nguyencongpc.vn/media/product/27563-pc-gaming-amd-ryzen-5-5500-ram-16gb-rx-7600-8gb.jpg,pc-gaming-kah-pc-gaming-amd-ryzen-5-5500-rx-7600-pc-000830-830,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
831,PC-000831,PC Gaming KAH PC Gaming Intel Core i7 14700K RTX 4070 Super - PC-000831,PC Gaming,pc-gaming,20580000.00,52,active,https://nguyencongpc.vn/media/product/28132-pc-gaming-intel-core-i7-14700k-ram-64gb-rtx-4070-super-12gb-10.jpg,pc-gaming-kah-pc-gaming-intel-core-i7-14700k-rtx-4070-super-pc-000831-831,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
832,PC-000832,PC Gaming KAH PC GAMING ULTRA LUXURY INTEL I5 12400F- RTX 4060 TI 16GB - PC-000832,PC Gaming,pc-gaming,20750000.00,53,active,https://cdn.hstatic.net/products/200000637319/11615_dsc07508_5aa0db1602604a23844b81e323a8ab5a.jpg,pc-gaming-kah-pc-gaming-ultra-luxury-intel-i5-12400f-rtx-4060-ti-16gb-pc-000832-832,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
833,PC-000833,PC Gaming KAH PC GAMING INTEL i5 12400F - RTX 3060 12GB - PC-000833,PC Gaming,pc-gaming,20920000.00,54,active,https://cdn.hstatic.net/products/200000637319/10689_11498_dsc05320_1f0109ad92ed4dc19f744c3e09e22199.jpg,pc-gaming-kah-pc-gaming-intel-i5-12400f-rtx-3060-12gb-pc-000833-833,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
834,PC-000834,PC Gaming KAH PC Gaming Ryzen 7 7800X3D RAM 32GB RTX 5070 12GB - PC-000834,PC Gaming,pc-gaming,21090000.00,55,active,https://nguyencongpc.vn/media/product/28601-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5070-12gb-01.jpg,pc-gaming-kah-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5070-12gb-pc-000834-834,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
835,PC-000835,PC Gaming KAH PC Gaming Ryzen 7 7800X3D RAM 32GB RTX 5080 16GB - PC-000835,PC Gaming,pc-gaming,21260000.00,56,active,https://nguyencongpc.vn/media/product/29325-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5080-16gb-11.jpg,pc-gaming-kah-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5080-16gb-pc-000835-835,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
836,PC-000836,PC Gaming KAH PC Gaming 25251340 - PC-000836,PC Gaming,pc-gaming,21430000.00,57,active,https://nguyencongpc.vn/media/product/27426-pc-gaming-25251340.jpg,pc-gaming-kah-pc-gaming-25251340-pc-000836-836,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
837,PC-000837,PC Gaming KAH PC Gaming Ryzen 7 9800X3D RTX 5080 - PC-000837,PC Gaming,pc-gaming,21600000.00,58,active,https://nguyencongpc.vn/media/product/27462-b--pc-gaming-ryzen-7-9800x3d-ram-32g-vga-rtx-5080.jpg,pc-gaming-kah-pc-gaming-ryzen-7-9800x3d-rtx-5080-pc-000837-837,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
838,PC-000838,PC Gaming KAH PC Gaming AMD Ryzen 5 5500 RX 7600 - PC-000838,PC Gaming,pc-gaming,21770000.00,59,active,https://nguyencongpc.vn/media/product/27563-pc-gaming-amd-ryzen-5-5500-ram-16gb-rx-7600-8gb.jpg,pc-gaming-kah-pc-gaming-amd-ryzen-5-5500-rx-7600-pc-000838-838,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
839,PC-000839,PC Gaming KAH PC Gaming Intel Core i7 14700K RTX 4070 Super - PC-000839,PC Gaming,pc-gaming,21940000.00,60,active,https://nguyencongpc.vn/media/product/28132-pc-gaming-intel-core-i7-14700k-ram-64gb-rtx-4070-super-12gb-10.jpg,pc-gaming-kah-pc-gaming-intel-core-i7-14700k-rtx-4070-super-pc-000839-839,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
840,PC-000840,PC Gaming KAH PC GAMING ULTRA LUXURY INTEL I5 12400F- RTX 4060 TI 16GB - PC-000840,PC Gaming,pc-gaming,22110000.00,61,active,https://cdn.hstatic.net/products/200000637319/11615_dsc07508_5aa0db1602604a23844b81e323a8ab5a.jpg,pc-gaming-kah-pc-gaming-ultra-luxury-intel-i5-12400f-rtx-4060-ti-16gb-pc-000840-840,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
841,PC-000841,PC Gaming KAH PC GAMING INTEL i5 12400F - RTX 3060 12GB - PC-000841,PC Gaming,pc-gaming,15990000.00,62,active,https://cdn.hstatic.net/products/200000637319/10689_11498_dsc05320_1f0109ad92ed4dc19f744c3e09e22199.jpg,pc-gaming-kah-pc-gaming-intel-i5-12400f-rtx-3060-12gb-pc-000841-841,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
842,PC-000842,PC Gaming KAH PC Gaming Ryzen 7 7800X3D RAM 32GB RTX 5070 12GB - PC-000842,PC Gaming,pc-gaming,16160000.00,63,active,https://nguyencongpc.vn/media/product/28601-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5070-12gb-01.jpg,pc-gaming-kah-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5070-12gb-pc-000842-842,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
843,PC-000843,PC Gaming KAH PC Gaming Ryzen 7 7800X3D RAM 32GB RTX 5080 16GB - PC-000843,PC Gaming,pc-gaming,16330000.00,64,active,https://nguyencongpc.vn/media/product/29325-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5080-16gb-11.jpg,pc-gaming-kah-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5080-16gb-pc-000843-843,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
844,PC-000844,PC Gaming KAH PC Gaming 25251340 - PC-000844,PC Gaming,pc-gaming,16500000.00,5,active,https://nguyencongpc.vn/media/product/27426-pc-gaming-25251340.jpg,pc-gaming-kah-pc-gaming-25251340-pc-000844-844,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
845,PC-000845,PC Gaming KAH PC Gaming Ryzen 7 9800X3D RTX 5080 - PC-000845,PC Gaming,pc-gaming,16670000.00,6,active,https://nguyencongpc.vn/media/product/27462-b--pc-gaming-ryzen-7-9800x3d-ram-32g-vga-rtx-5080.jpg,pc-gaming-kah-pc-gaming-ryzen-7-9800x3d-rtx-5080-pc-000845-845,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
846,PC-000846,PC Gaming KAH PC Gaming AMD Ryzen 5 5500 RX 7600 - PC-000846,PC Gaming,pc-gaming,16840000.00,7,active,https://nguyencongpc.vn/media/product/27563-pc-gaming-amd-ryzen-5-5500-ram-16gb-rx-7600-8gb.jpg,pc-gaming-kah-pc-gaming-amd-ryzen-5-5500-rx-7600-pc-000846-846,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
847,PC-000847,PC Gaming KAH PC Gaming Intel Core i7 14700K RTX 4070 Super - PC-000847,PC Gaming,pc-gaming,17010000.00,8,active,https://nguyencongpc.vn/media/product/28132-pc-gaming-intel-core-i7-14700k-ram-64gb-rtx-4070-super-12gb-10.jpg,pc-gaming-kah-pc-gaming-intel-core-i7-14700k-rtx-4070-super-pc-000847-847,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
848,PC-000848,PC Gaming KAH PC GAMING ULTRA LUXURY INTEL I5 12400F- RTX 4060 TI 16GB - PC-000848,PC Gaming,pc-gaming,17180000.00,9,active,https://cdn.hstatic.net/products/200000637319/11615_dsc07508_5aa0db1602604a23844b81e323a8ab5a.jpg,pc-gaming-kah-pc-gaming-ultra-luxury-intel-i5-12400f-rtx-4060-ti-16gb-pc-000848-848,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
849,PC-000849,PC Gaming KAH PC GAMING INTEL i5 12400F - RTX 3060 12GB - PC-000849,PC Gaming,pc-gaming,17350000.00,10,active,https://cdn.hstatic.net/products/200000637319/10689_11498_dsc05320_1f0109ad92ed4dc19f744c3e09e22199.jpg,pc-gaming-kah-pc-gaming-intel-i5-12400f-rtx-3060-12gb-pc-000849-849,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
850,PC-000850,PC Gaming KAH PC Gaming Ryzen 7 7800X3D RAM 32GB RTX 5070 12GB - PC-000850,PC Gaming,pc-gaming,17520000.00,11,active,https://nguyencongpc.vn/media/product/28601-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5070-12gb-01.jpg,pc-gaming-kah-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5070-12gb-pc-000850-850,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
851,PC-000851,PC Gaming KAH PC Gaming Ryzen 7 7800X3D RAM 32GB RTX 5080 16GB - PC-000851,PC Gaming,pc-gaming,17690000.00,12,active,https://nguyencongpc.vn/media/product/29325-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5080-16gb-11.jpg,pc-gaming-kah-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5080-16gb-pc-000851-851,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
852,PC-000852,PC Gaming KAH PC Gaming 25251340 - PC-000852,PC Gaming,pc-gaming,17860000.00,13,active,https://nguyencongpc.vn/media/product/27426-pc-gaming-25251340.jpg,pc-gaming-kah-pc-gaming-25251340-pc-000852-852,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
853,PC-000853,PC Gaming KAH PC Gaming Ryzen 7 9800X3D RTX 5080 - PC-000853,PC Gaming,pc-gaming,18030000.00,14,active,https://nguyencongpc.vn/media/product/27462-b--pc-gaming-ryzen-7-9800x3d-ram-32g-vga-rtx-5080.jpg,pc-gaming-kah-pc-gaming-ryzen-7-9800x3d-rtx-5080-pc-000853-853,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
854,PC-000854,PC Gaming KAH PC Gaming AMD Ryzen 5 5500 RX 7600 - PC-000854,PC Gaming,pc-gaming,18200000.00,15,active,https://nguyencongpc.vn/media/product/27563-pc-gaming-amd-ryzen-5-5500-ram-16gb-rx-7600-8gb.jpg,pc-gaming-kah-pc-gaming-amd-ryzen-5-5500-rx-7600-pc-000854-854,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
855,PC-000855,PC Gaming KAH PC Gaming Intel Core i7 14700K RTX 4070 Super - PC-000855,PC Gaming,pc-gaming,18370000.00,16,active,https://nguyencongpc.vn/media/product/28132-pc-gaming-intel-core-i7-14700k-ram-64gb-rtx-4070-super-12gb-10.jpg,pc-gaming-kah-pc-gaming-intel-core-i7-14700k-rtx-4070-super-pc-000855-855,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
856,PC-000856,PC Gaming KAH PC GAMING ULTRA LUXURY INTEL I5 12400F- RTX 4060 TI 16GB - PC-000856,PC Gaming,pc-gaming,18540000.00,17,active,https://cdn.hstatic.net/products/200000637319/11615_dsc07508_5aa0db1602604a23844b81e323a8ab5a.jpg,pc-gaming-kah-pc-gaming-ultra-luxury-intel-i5-12400f-rtx-4060-ti-16gb-pc-000856-856,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
857,PC-000857,PC Gaming KAH PC GAMING INTEL i5 12400F - RTX 3060 12GB - PC-000857,PC Gaming,pc-gaming,18710000.00,18,active,https://cdn.hstatic.net/products/200000637319/10689_11498_dsc05320_1f0109ad92ed4dc19f744c3e09e22199.jpg,pc-gaming-kah-pc-gaming-intel-i5-12400f-rtx-3060-12gb-pc-000857-857,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
858,PC-000858,PC Gaming KAH PC Gaming Ryzen 7 7800X3D RAM 32GB RTX 5070 12GB - PC-000858,PC Gaming,pc-gaming,18880000.00,19,active,https://nguyencongpc.vn/media/product/28601-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5070-12gb-01.jpg,pc-gaming-kah-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5070-12gb-pc-000858-858,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
859,PC-000859,PC Gaming KAH PC Gaming Ryzen 7 7800X3D RAM 32GB RTX 5080 16GB - PC-000859,PC Gaming,pc-gaming,19050000.00,20,active,https://nguyencongpc.vn/media/product/29325-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5080-16gb-11.jpg,pc-gaming-kah-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5080-16gb-pc-000859-859,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
860,PC-000860,PC Gaming KAH PC Gaming 25251340 - PC-000860,PC Gaming,pc-gaming,19220000.00,21,active,https://nguyencongpc.vn/media/product/27426-pc-gaming-25251340.jpg,pc-gaming-kah-pc-gaming-25251340-pc-000860-860,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
861,PC-000861,PC Gaming KAH PC Gaming Ryzen 7 9800X3D RTX 5080 - PC-000861,PC Gaming,pc-gaming,19390000.00,22,active,https://nguyencongpc.vn/media/product/27462-b--pc-gaming-ryzen-7-9800x3d-ram-32g-vga-rtx-5080.jpg,pc-gaming-kah-pc-gaming-ryzen-7-9800x3d-rtx-5080-pc-000861-861,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
862,PC-000862,PC Gaming KAH PC Gaming AMD Ryzen 5 5500 RX 7600 - PC-000862,PC Gaming,pc-gaming,19560000.00,23,active,https://nguyencongpc.vn/media/product/27563-pc-gaming-amd-ryzen-5-5500-ram-16gb-rx-7600-8gb.jpg,pc-gaming-kah-pc-gaming-amd-ryzen-5-5500-rx-7600-pc-000862-862,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
863,PC-000863,PC Gaming KAH PC Gaming Intel Core i7 14700K RTX 4070 Super - PC-000863,PC Gaming,pc-gaming,19730000.00,24,active,https://nguyencongpc.vn/media/product/28132-pc-gaming-intel-core-i7-14700k-ram-64gb-rtx-4070-super-12gb-10.jpg,pc-gaming-kah-pc-gaming-intel-core-i7-14700k-rtx-4070-super-pc-000863-863,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
864,PC-000864,PC Gaming KAH PC GAMING ULTRA LUXURY INTEL I5 12400F- RTX 4060 TI 16GB - PC-000864,PC Gaming,pc-gaming,19900000.00,25,active,https://cdn.hstatic.net/products/200000637319/11615_dsc07508_5aa0db1602604a23844b81e323a8ab5a.jpg,pc-gaming-kah-pc-gaming-ultra-luxury-intel-i5-12400f-rtx-4060-ti-16gb-pc-000864-864,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
865,PC-000865,PC Gaming KAH PC GAMING INTEL i5 12400F - RTX 3060 12GB - PC-000865,PC Gaming,pc-gaming,20070000.00,26,active,https://cdn.hstatic.net/products/200000637319/10689_11498_dsc05320_1f0109ad92ed4dc19f744c3e09e22199.jpg,pc-gaming-kah-pc-gaming-intel-i5-12400f-rtx-3060-12gb-pc-000865-865,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
866,PC-000866,PC Gaming KAH PC Gaming Ryzen 7 7800X3D RAM 32GB RTX 5070 12GB - PC-000866,PC Gaming,pc-gaming,20240000.00,27,active,https://nguyencongpc.vn/media/product/28601-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5070-12gb-01.jpg,pc-gaming-kah-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5070-12gb-pc-000866-866,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
867,PC-000867,PC Gaming KAH PC Gaming Ryzen 7 7800X3D RAM 32GB RTX 5080 16GB - PC-000867,PC Gaming,pc-gaming,20410000.00,28,active,https://nguyencongpc.vn/media/product/29325-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5080-16gb-11.jpg,pc-gaming-kah-pc-gaming-ryzen-7-7800x3d-ram-32gb-rtx-5080-16gb-pc-000867-867,Tue Mar 31 2026 21:50:11 GMT+0700 (Indochina Time)
